1.000000000000000056e-01, 6.012199999999999767e-01, 2.000000000000000164e-05
1.696969696969697072e-01, 6.013800000000000257e-01, 0.000000000000000000e+00
2.393939393939394089e-01, 5.994300000000000184e-01, 2.000000000000000164e-05
3.090909090909090828e-01, 5.983899999999999775e-01, 6.999999999999999387e-05
3.787878787878787845e-01, 6.049200000000000133e-01, 1.000000000000000082e-05
4.484848484848484862e-01, 5.959699999999999998e-01, 0.000000000000000000e+00
5.181818181818181879e-01, 6.031400000000000095e-01, 1.000000000000000048e-04
5.878787878787878896e-01, 5.970699999999999896e-01, 1.000000000000000082e-05
6.575757575757575912e-01, 6.025500000000000300e-01, 0.000000000000000000e+00
7.272727272727272929e-01, 5.968299999999999716e-01, 1.100000000000000039e-04
7.969696969696969946e-01, 5.941999999999999504e-01, 0.000000000000000000e+00
8.666666666666666963e-01, 5.989600000000000479e-01, 8.000000000000000654e-05
9.363636363636363980e-01, 5.979799999999999560e-01, 0.000000000000000000e+00
1.006060606060606100e+00, 6.010100000000000442e-01, 2.950900000000000190e-01
1.075757575757575912e+00, 6.009700000000000042e-01, 4.369100000000000206e-01
1.145454545454545503e+00, 6.017500000000000071e-01, 4.655299999999999994e-01
1.215151515151515316e+00, 5.988599999999999479e-01, 4.802100000000000257e-01
1.284848484848485128e+00, 6.039099999999999469e-01, 4.861199999999999966e-01
1.354545454545454719e+00, 5.987000000000000099e-01, 4.890999999999999792e-01
1.424242424242424310e+00, 6.007099999999999662e-01, 4.930800000000000183e-01
1.493939393939394122e+00, 5.994800000000000129e-01, 4.957799999999999985e-01
1.563636363636363935e+00, 6.012199999999999767e-01, 4.969199999999999728e-01
1.633333333333333526e+00, 6.001800000000000468e-01, 4.986999999999999766e-01
1.703030303030303116e+00, 6.028700000000000170e-01, 4.924499999999999988e-01
1.772727272727272929e+00, 5.993800000000000239e-01, 4.984000000000000097e-01
1.842424242424242742e+00, 5.985800000000000010e-01, 4.972599999999999798e-01
1.912121212121212332e+00, 6.014100000000000001e-01, 4.898299999999999876e-01
1.981818181818181923e+00, 5.998099999999999543e-01, 4.947500000000000231e-01
2.051515151515151736e+00, 6.000900000000000123e-01, 4.916900000000000159e-01
2.121212121212121549e+00, 5.973800000000000221e-01, 4.936099999999999932e-01
2.190909090909090917e+00, 5.968099999999999516e-01, 4.988299999999999956e-01
2.260606060606060730e+00, 6.053800000000000292e-01, 4.966999999999999749e-01
2.330303030303030543e+00, 5.990799999999999459e-01, 4.896900000000000142e-01
2.400000000000000355e+00, 5.974599999999999911e-01, 4.901499999999999746e-01
2.469696969696970168e+00, 5.998200000000000198e-01, 4.906200000000000006e-01
2.539393939393939537e+00, 5.994000000000000439e-01, 4.870999999999999774e-01
2.609090909090909349e+00, 5.981300000000000505e-01, 4.904800000000000271e-01
2.678787878787879162e+00, 6.024500000000000410e-01, 4.888000000000000123e-01
2.748484848484848531e+00, 5.986099999999999755e-01, 4.864100000000000090e-01
2.818181818181818343e+00, 5.992800000000000349e-01, 4.869600000000000040e-01
2.887878787878788156e+00, 5.966700000000000337e-01, 4.916200000000000014e-01
2.957575757575757969e+00, 6.033100000000000129e-01, 4.898799999999999821e-01
3.027272727272727781e+00, 6.058499999999999996e-01, 4.900800000000000156e-01
3.096969696969697150e+00, 6.004899999999999682e-01, 4.935800000000000187e-01
3.166666666666666963e+00, 5.991199999999999859e-01, 4.917000000000000259e-01
3.236363636363636775e+00, 6.025300000000000100e-01, 4.906800000000000050e-01
3.306060606060606144e+00, 5.963699999999999557e-01, 4.886699999999999933e-01
3.375757575757575957e+00, 5.988700000000000134e-01, 4.899200000000000221e-01
3.445454545454545769e+00, 5.957799999999999763e-01, 4.906699999999999950e-01
3.515151515151515582e+00, 5.975599999999999801e-01, 4.891099999999999892e-01
3.584848484848485395e+00, 6.016899999999999471e-01, 4.871099999999999874e-01
3.654545454545454763e+00, 5.971499999999999586e-01, 4.865599999999999925e-01
3.724242424242424576e+00, 6.022600000000000176e-01, 4.835900000000000198e-01
3.793939393939394389e+00, 5.980900000000000105e-01, 4.842199999999999838e-01
3.863636363636363757e+00, 6.029799999999999605e-01, 4.828399999999999914e-01
3.933333333333333570e+00, 5.994800000000000129e-01, 4.863500000000000045e-01
4.003030303030302939e+00, 5.997400000000000508e-01, 4.822000000000000175e-01
4.072727272727273196e+00, 5.958299999999999708e-01, 4.856400000000000161e-01
4.142424242424242564e+00, 5.984500000000000375e-01, 4.817600000000000215e-01
4.212121212121211933e+00, 5.950600000000000334e-01, 4.829899999999999749e-01
4.281818181818181301e+00, 5.948299999999999699e-01, 4.852199999999999847e-01
4.351515151515151558e+00, 5.997299999999999853e-01, 4.812600000000000211e-01
4.421212121212120927e+00, 6.030299999999999550e-01, 4.819800000000000195e-01
4.490909090909091184e+00, 6.015200000000000546e-01, 4.780499999999999750e-01
4.560606060606060552e+00, 5.990400000000000169e-01, 4.748200000000000198e-01
4.630303030303029921e+00, 5.984000000000000430e-01, 4.816199999999999926e-01
4.700000000000000178e+00, 5.965300000000000047e-01, 4.803399999999999892e-01
4.769696969696969546e+00, 6.000199999999999978e-01, 4.798399999999999888e-01
4.839393939393939803e+00, 6.022899999999999920e-01, 4.780599999999999850e-01
4.909090909090909172e+00, 6.014199999999999546e-01, 4.804899999999999727e-01
4.978787878787878540e+00, 6.011100000000000332e-01, 4.819399999999999795e-01
5.048484848484848797e+00, 6.011600000000000277e-01, 4.838199999999999723e-01
5.118181818181818166e+00, 6.039299999999999669e-01, 4.768899999999999806e-01
5.187878787878787534e+00, 5.990100000000000424e-01, 4.767600000000000171e-01
5.257575757575757791e+00, 6.005800000000000027e-01, 4.779300000000000215e-01
5.327272727272727160e+00, 6.024100000000000010e-01, 4.798000000000000043e-01
5.396969696969696528e+00, 5.968900000000000317e-01, 4.802100000000000257e-01
5.466666666666666785e+00, 5.972300000000000386e-01, 4.796400000000000108e-01
5.536363636363636154e+00, 6.029900000000000260e-01, 4.773700000000000165e-01
5.606060606060606410e+00, 6.016599999999999726e-01, 4.787899999999999934e-01
5.675757575757575779e+00, 6.044800000000000173e-01, 4.795699999999999963e-01
5.745454545454545148e+00, 6.038000000000000034e-01, 4.805800000000000072e-01
5.815151515151515405e+00, 5.969700000000000006e-01, 4.783700000000000174e-01
5.884848484848484773e+00, 6.002499999999999503e-01, 4.788600000000000079e-01
5.954545454545455030e+00, 6.030400000000000205e-01, 4.784100000000000019e-01
6.024242424242424399e+00, 6.012699999999999712e-01, 4.804300000000000237e-01
6.093939393939393767e+00, 5.969799999999999551e-01, 4.777899999999999925e-01
6.163636363636364024e+00, 5.973699999999999566e-01, 4.786199999999999899e-01
6.233333333333333393e+00, 5.985700000000000465e-01, 4.795200000000000018e-01
6.303030303030302761e+00, 6.031699999999999839e-01, 4.833100000000000174e-01
6.372727272727273018e+00, 5.975000000000000311e-01, 4.821900000000000075e-01
6.442424242424242387e+00, 5.950999999999999623e-01, 4.801500000000000212e-01
6.512121212121211755e+00, 6.006799999999999917e-01, 4.838799999999999768e-01
6.581818181818182012e+00, 5.989400000000000279e-01, 4.812400000000000011e-01
6.651515151515151381e+00, 6.000600000000000378e-01, 4.805599999999999872e-01
6.721212121212121637e+00, 6.002999999999999448e-01, 4.850099999999999967e-01
6.790909090909091006e+00, 6.008099999999999552e-01, 4.788299999999999779e-01
6.860606060606060375e+00, 6.047000000000000153e-01, 4.813200000000000256e-01
6.930303030303030631e+00, 6.038900000000000379e-01, 4.821599999999999775e-01
7.000000000000000000e+00, 5.993199999999999639e-01, 4.809399999999999786e-01
