1.013000000000000012e-01, 1.013000000000000012e-01
1.076300000000000034e-01, 1.076300000000000034e-01
1.165199999999999986e-01, 1.165199999999999986e-01
1.246400000000000008e-01, 1.246400000000000008e-01
1.325399999999999912e-01, 1.325399999999999912e-01
1.384199999999999875e-01, 1.384199999999999875e-01
1.505900000000000016e-01, 1.505900000000000016e-01
1.581200000000000105e-01, 1.581100000000000005e-01
1.645199999999999996e-01, 1.645000000000000073e-01
1.715700000000000003e-01, 1.715700000000000003e-01
1.804800000000000015e-01, 1.804800000000000015e-01
1.904000000000000137e-01, 1.904000000000000137e-01
1.956799999999999928e-01, 1.956799999999999928e-01
2.046099999999999863e-01, 2.046099999999999863e-01
2.131200000000000039e-01, 2.131200000000000039e-01
2.232599999999999862e-01, 2.232599999999999862e-01
2.315200000000000036e-01, 2.315200000000000036e-01
2.399799999999999989e-01, 2.399300000000000044e-01
2.447100000000000108e-01, 2.447100000000000108e-01
2.545700000000000185e-01, 2.545700000000000185e-01
2.603300000000000058e-01, 2.603300000000000058e-01
2.705000000000000182e-01, 2.704699999999999882e-01
2.777899999999999814e-01, 2.777899999999999814e-01
2.870500000000000274e-01, 2.870400000000000174e-01
2.939399999999999791e-01, 2.939399999999999791e-01
3.039000000000000035e-01, 3.039000000000000035e-01
3.077400000000000135e-01, 3.077400000000000135e-01
3.173599999999999755e-01, 3.173500000000000210e-01
3.306200000000000250e-01, 3.306200000000000250e-01
3.342499999999999916e-01, 3.342300000000000271e-01
3.438599999999999990e-01, 3.438599999999999990e-01
3.520499999999999741e-01, 3.520199999999999996e-01
3.604499999999999926e-01, 3.604299999999999726e-01
3.675300000000000233e-01, 3.675300000000000233e-01
3.790000000000000036e-01, 3.789399999999999991e-01
3.827099999999999946e-01, 3.827099999999999946e-01
3.909400000000000097e-01, 3.908200000000000007e-01
3.983700000000000019e-01, 3.983200000000000074e-01
4.080199999999999938e-01, 4.079200000000000048e-01
4.112299999999999844e-01, 4.111400000000000055e-01
4.235900000000000221e-01, 4.235200000000000076e-01
4.289600000000000080e-01, 4.283899999999999930e-01
4.393000000000000238e-01, 4.389100000000000223e-01
4.451800000000000201e-01, 4.451200000000000156e-01
4.567800000000000193e-01, 4.566000000000000059e-01
4.636299999999999866e-01, 4.631700000000000261e-01
4.676400000000000001e-01, 4.671399999999999997e-01
4.817899999999999960e-01, 4.801400000000000112e-01
4.827699999999999769e-01, 4.815599999999999881e-01
4.945700000000000096e-01, 4.907799999999999940e-01
5.060299999999999798e-01, 4.903199999999999781e-01
5.125800000000000356e-01, 4.936400000000000232e-01
5.232299999999999729e-01, 4.937099999999999822e-01
5.292000000000000037e-01, 4.937500000000000222e-01
5.371799999999999908e-01, 4.952799999999999980e-01
5.457800000000000429e-01, 4.941499999999999782e-01
5.548100000000000254e-01, 4.948699999999999766e-01
5.618499999999999606e-01, 4.924399999999999888e-01
5.717799999999999550e-01, 4.952500000000000235e-01
5.769300000000000539e-01, 4.928199999999999803e-01
5.808900000000000174e-01, 4.951599999999999890e-01
5.933599999999999985e-01, 4.944000000000000061e-01
6.009200000000000097e-01, 4.956200000000000050e-01
6.097599999999999687e-01, 4.939000000000000057e-01
6.201900000000000190e-01, 4.985299999999999732e-01
6.267500000000000293e-01, 4.955200000000000160e-01
6.320000000000000062e-01, 4.969899999999999873e-01
6.441999999999999948e-01, 4.922599999999999754e-01
6.501700000000000257e-01, 4.965399999999999814e-01
6.584699999999999998e-01, 4.961800000000000099e-01
6.616199999999999859e-01, 4.941400000000000237e-01
6.766400000000000192e-01, 4.940700000000000092e-01
6.840199999999999614e-01, 4.925499999999999878e-01
6.900600000000000067e-01, 4.943600000000000216e-01
6.974900000000000544e-01, 4.929999999999999938e-01
7.099400000000000155e-01, 4.925599999999999978e-01
7.137999999999999901e-01, 4.926800000000000068e-01
7.227200000000000291e-01, 4.953400000000000025e-01
7.341499999999999693e-01, 4.958199999999999830e-01
7.355699999999999461e-01, 4.943699999999999761e-01
7.487000000000000322e-01, 4.919700000000000184e-01
7.552499999999999769e-01, 4.945300000000000251e-01
7.589799999999999880e-01, 4.940700000000000092e-01
7.744100000000000428e-01, 4.940200000000000147e-01
7.780299999999999994e-01, 4.943500000000000116e-01
7.871700000000000363e-01, 4.937500000000000222e-01
7.970000000000000417e-01, 4.943000000000000171e-01
8.005999999999999783e-01, 4.936300000000000132e-01
8.107999999999999652e-01, 4.985999999999999877e-01
8.217799999999999550e-01, 4.942500000000000226e-01
8.263899999999999579e-01, 4.907699999999999840e-01
8.417700000000000182e-01, 4.942400000000000126e-01
8.437299999999999800e-01, 4.984700000000000242e-01
8.478999999999999870e-01, 4.953500000000000125e-01
8.619299999999999740e-01, 4.951800000000000090e-01
8.691699999999999982e-01, 4.921599999999999864e-01
8.799799999999999844e-01, 4.925300000000000233e-01
8.860599999999999588e-01, 4.946200000000000041e-01
8.936899999999999844e-01, 4.913699999999999735e-01
9.012999999999999901e-01, 4.923799999999999844e-01
